PC1,PC2
2.694400550097642,-0.5654025134176874
0.03167780505188564,-0.5769093751781867
0.18976235786299436,-0.7720178527253801
-0.978290453797593,-0.5946909766170557
1.8185973439111314,-0.5245668815654994
-0.2140002688522686,-0.49038974302722127
-2.589388298337681,-1.5840294163581172
1.2279210502841074,0.3265034008236639
0.48781425717762167,-0.9351711042731596
-0.05039057647345534,-0.7916996281379824
0.4501334574930212,0.4558482345580204
-0.4834507555450837,-0.46283874860746854
-0.731582387619828,-0.18948930523406177
-0.26574190658206975,0.2693798159844747
-1.868050676562132,-0.47180985057142283
-1.7977634301313792,-1.1407418550717137
-1.543611030892089,-1.3973002898740423
-0.26630508352376403,-0.440946174349298
-4.977455015563276,0.9138567397161746
2.3768763209589223,0.9456431295076286
1.0356035590388968,0.5778681651733217
0.6912769724190743,-0.07990408385401887
0.5669905268760721,0.08956456501491603
0.3314713873080988,-0.7342668881103567
-1.9774402238538749,-2.602589634558912
3.655989419002267,-0.36827236447857403
6.334014052285347,-0.29643241485407285
0.6191156327655849,0.9748945878510052
2.7796004378843575,0.3489369906991119
1.3625289376881482,-0.4261916816762556
1.0491011308263571,0.3632058459468555
0.18180241447756976,0.5287471382166775
-4.107293422822317,-4.903775572342221
-4.245287422176515,2.9014784515485967
-2.9376764171744663,0.6064467587473147
-3.5571907913012093,1.739974316838581
-0.9926197648176021,2.5784076924119397
-3.043437179081377,1.2334170397063753
0.2865090114054387,1.7498948139163506
3.308709212059577,0.09748430057363139
0.6087297528951003,-0.11747952324544977
1.5092218957692434,-0.042740744758338306
0.7192324998746239,1.7046719328061246
3.0065376062987363,1.0636631753235466
-1.3873402985500631,0.31498317390906244
-1.523981986157176,1.6998073905801139
-1.361725884079536,2.182687422256975
-3.7080149813649985,0.8881382418716791
0.4894795690330353,2.5404780422794
-3.552018407051272,5.1700809125920895
3.6886985369804406,1.1836457863850394
1.6408694179965413,1.571005384885953
1.4886813671014736,0.06050405480256744
-1.0099726769283324,-0.33842369102803
-1.389620413174834,0.5754998527840715
4.093064115840483,-0.08286013849296087
2.503210460500597,0.08627188549707704
1.2542151554913998,0.21367782221753942
0.08598169195889452,-0.6336640881006533
-0.6632471417518665,0.3493728815944507
0.9429363755235327,-0.13947546485091752
-0.32043379034809116,-0.18038043088715552
-1.1868461185233017,0.5448536022129569
-0.021145149165544642,-0.906735251965445
-0.6298303402685168,-0.9039286692689692
-1.3974733149423055,-0.4588426207968829
-2.1522755303152707,-1.5384187313920192
-3.6170693776078546,0.6627520453811333
-0.1096586204991256,0.09930233180037794
-1.7010220334396977,-1.0484904893587275
-1.8026717681806286,0.04132993911589465
-5.058362889168245,0.7517198646782279
0.9542217812292193,-0.7425945391454657
-0.9092497693998877,-0.9883939114428615
-2.9362266093239717,-1.1770484165679698
-2.469753878278927,-3.1414323979405974
1.8118062645568633,-0.6059987572564964
2.2056533751817056,-0.7273057460551989
0.7598518035998691,-0.22088526146708048
-2.6471548140766448,-0.21813814636552106
-1.0804416311783949,0.5530984794657939
3.1043127533602988,-0.10525901843706785
1.5142255960135702,0.251325584697693
0.16406779007612712,-0.03847145984661077
-0.7947590132700432,0.3264944500927161
-0.824778521489858,0.07868926066011347
-0.42457066115946485,0.6020124221621179
-0.4741644546758294,1.216930512978171
0.7454921137077515,-2.2139818585974878
-0.3548368608613495,-3.709905663955466
-0.30278178148904683,-3.9550850497520305
1.1429024719261591,0.4064892995670439
1.509506439827272,0.0009956668093708038
3.6516990688305904,0.3776733106938465
1.5411379284720412,1.7056068532133524
0.2801604726238057,-0.23424203028495214
2.9398906987921194,-0.3561602806923048
1.763590294644166,0.30129811418230396
-0.6094703303461599,1.1164649456692222
2.582900374987691,-0.559381394421039
0.5289127254836733,0.1389371763061349
-3.7673033539654677,-0.5802151371103789
1.9014761860941223,0.03273305191526097
1.9013365658864527,-0.06318430924681918
1.136572458995615,0.2588380293178838
1.0700275213061858,0.2918938850288142
0.24248590733215228,-0.1639309723114715
-0.14780736892598925,0.47701177695632413
